Text,Label,is_alpha,is_numeric,capital_initial,unigram,bigram,trigram,text_length,contain_period,contain_percent,contain_hyphen,contain_word_percent
the Motor Vehicles Commission,ORG,1,0,0,0,0,1,29,0,0,0,0
the Garden State,FAC,1,0,0,0,0,1,16,0,0,0,0
New York,GPE,1,0,1,0,1,0,8,0,0,0,0
the State Senate,ORG,1,0,0,0,0,1,16,0,0,0,0
Assembly,ORG,1,0,1,1,0,0,8,0,0,0,0
Cuomo,PERSON,1,0,1,1,0,0,5,0,0,0,0
1-Apr,DATE,0,1,0,1,0,0,5,0,0,0,0
Assembly,ORG,1,0,1,1,0,0,8,0,0,0,0
Senate,ORG,1,0,1,1,0,0,6,0,0,0,0
Business Insider,ORG,1,0,1,0,1,0,16,0,0,0,0
Tuesday,DATE,1,0,1,1,0,0,7,0,0,0,0
three,CARDINAL,1,0,0,1,0,0,5,0,0,0,0
three,CARDINAL,1,0,0,1,0,0,5,0,0,0,0
Busting Markets,ORG,1,0,1,0,1,0,15,0,0,0,0
three,CARDINAL,1,0,0,1,0,0,5,0,0,0,0
last year's,DATE,1,0,0,0,1,0,11,0,0,0,0
Fed,ORG,1,0,1,1,0,0,3,0,0,0,0
January,DATE,1,0,1,1,0,0,7,0,0,0,0
February,DATE,1,0,1,1,0,0,8,0,0,0,0
15.56%,PERCENT,0,1,0,1,0,0,6,1,0,0,0
22.5,MONEY,0,1,0,1,0,0,4,1,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
U.S.,GPE,1,0,1,1,0,0,4,1,0,0,0
the past six months,DATE,1,0,0,0,0,1,19,0,0,0,0
Bloomberg,PERSON,1,0,1,1,0,0,9,0,0,0,0
this year,DATE,1,0,0,0,1,0,9,0,0,0,0
Renaissance Capital,ORG,1,0,1,0,1,0,19,0,0,0,0
Scott Sweet,PERSON,1,0,1,0,1,0,11,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
the last six months,DATE,1,0,0,0,0,1,19,0,0,0,0
Chegg,PERSON,1,0,1,1,0,0,5,0,0,0,0
Violin Memory,PERSON,1,0,1,0,1,0,13,0,0,0,0
GallaghersNew York,GPE,1,0,1,0,1,0,18,0,0,0,0
Dean Poll,PERSON,1,0,1,0,1,0,9,0,0,0,0
the Four Seasons,ORG,1,0,0,0,0,1,16,0,0,0,0
the 21 Club,ORG,1,0,0,0,0,1,11,0,0,0,0
the Boathouse in,ORG,1,0,0,0,0,1,16,0,0,0,0
Central Park,LOC,1,0,1,0,1,0,12,0,0,0,0
Pollhad,PERSON,1,0,1,1,0,0,7,0,0,0,0
Gallagher,PERSON,1,0,1,1,0,0,9,0,0,0,0
85-year-old,DATE,1,0,1,1,0,0,11,0,0,1,0
Ziegfeld,GPE,1,0,1,1,0,0,8,0,0,0,0
West 52nd Street,LOC,1,0,1,0,0,1,16,0,0,0,0
80 years,DATE,1,0,1,0,1,0,8,0,0,0,0
Gallagher,PERSON,1,0,1,1,0,0,9,0,0,0,0
Gallagher,PERSON,1,0,1,1,0,0,9,0,0,0,0
decades,DATE,1,0,0,1,0,0,7,0,0,0,0
two,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Gallagher,GPE,1,0,1,1,0,0,9,0,0,0,0
Gallagher,PERSON,1,0,1,1,0,0,9,0,0,0,0
2-Apr,DATE,0,1,0,1,0,0,5,0,0,0,0
Gallagher,PERSON,1,0,1,1,0,0,9,0,0,0,0
Gallagher,PERSON,1,0,1,1,0,0,9,0,0,0,0
Rebecca CookThe Federal Housing Finance Agency,ORG,1,0,1,0,0,1,46,0,0,0,0
$9.3 billion,MONEY,1,0,1,0,1,0,12,1,0,0,0
"Bank of America, Countrywide Financial",ORG,1,0,1,0,0,1,38,0,0,0,0
Merrill Lynch,ORG,1,0,1,0,1,0,13,0,0,0,0
Washington,GPE,1,0,1,1,0,0,10,0,0,0,0
D.C.,GPE,1,0,1,1,0,0,4,1,0,0,0
The Federal Housing Finance Agency,ORG,1,0,1,0,0,1,34,0,0,0,0
FannieMae,ORG,1,0,1,1,0,0,9,0,0,0,0
Freddie Mac,ORG,1,0,1,0,1,0,11,0,0,0,0
today,DATE,1,0,0,1,0,0,5,0,0,0,0
"Bank of America, Countrywide Financial",ORG,1,0,1,0,0,1,38,0,0,0,0
Merrill Lynch,ORG,1,0,1,0,1,0,13,0,0,0,0
approximately $5.83 billion,MONEY,1,0,0,0,0,1,27,1,0,0,0
Bank of America Corporation,ORG,1,0,1,0,0,1,27,0,0,0,0
Countrywide and Merrill Lynch,ORG,1,0,1,0,0,1,29,0,0,0,0
PLS,ORG,1,0,1,1,0,0,3,0,0,0,0
Fannie Mae,ORG,1,0,1,0,1,0,10,0,0,0,0
Freddie Mac,ORG,1,0,1,0,1,0,11,0,0,0,0
between 2005 and 2007,DATE,1,0,0,0,0,1,21,0,0,0,0
Countrywide,PRODUCT,1,0,1,1,0,0,11,0,0,0,0
Merrill Lynch,ORG,1,0,1,0,1,0,13,0,0,0,0
approximately $9.33 billion,MONEY,1,0,0,0,0,1,27,1,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
Fannie Mae,ORG,1,0,1,0,1,0,10,0,0,0,0
Freddie Mac,ORG,1,0,1,0,1,0,11,0,0,0,0
American,NORP,1,0,1,1,0,0,8,0,0,0,0
Melvin L. Watt,PERSON,1,0,1,0,0,1,14,1,0,0,0
18,CARDINAL,0,1,0,1,0,0,2,0,0,0,0
PLS,ORG,1,0,1,1,0,0,3,0,0,0,0
2011,DATE,0,1,0,1,0,0,4,0,0,0,0
seven,CARDINAL,1,0,0,1,0,0,5,0,0,0,0
FHFA,ORG,1,0,1,1,0,0,4,0,0,0,0
America,GPE,1,0,1,1,0,0,7,0,0,0,0
Federal Housing Finance Agency,ORG,1,0,1,0,0,1,30,0,0,0,0
Bank of America Corp.,ORG,1,0,1,0,0,1,21,1,0,0,0
11,CARDINAL,0,1,0,1,0,0,2,0,0,0,0
S.D.N.Y.,GPE,1,0,1,1,0,0,8,1,0,0,0
Federal Housing Finance Agency,ORG,1,0,1,0,0,1,30,0,0,0,0
Countrywide Financial Corp.,ORG,1,0,1,0,0,1,27,1,0,0,0
12,CARDINAL,0,1,0,1,0,0,2,0,0,0,0
1059,DATE,0,1,0,1,0,0,4,0,0,0,0
MRP,ORG,1,0,1,1,0,0,3,0,0,0,0
C.D. Cal,ORG,1,0,1,0,1,0,8,1,0,0,0
Federal Housing Finance Agency,ORG,1,0,1,0,0,1,30,0,0,0,0
Merrill Lynch &,ORG,1,0,1,0,0,1,15,0,0,0,0
"Co., Inc.",ORG,1,0,1,0,1,0,9,1,0,0,0
11,CARDINAL,0,1,0,1,0,0,2,0,0,0,0
S.D.N.Y.,GPE,1,0,1,1,0,0,8,1,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Merrill Lynch,ORG,1,0,1,0,1,0,13,0,0,0,0
Federal Housing Finance Agency,ORG,1,0,1,0,0,1,30,0,0,0,0
First Horizon National Corp.,ORG,1,0,1,0,0,1,28,1,0,0,0
11,CARDINAL,0,1,0,1,0,0,2,0,0,0,0
6193,CARDINAL,0,1,0,1,0,0,4,0,0,0,0
PLS,ORG,1,0,1,1,0,0,3,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
NEW YORK,GPE,1,0,1,0,1,0,8,0,0,0,0
Reuters,ORG,1,0,1,1,0,0,7,0,0,0,0
Kenneth Lewis,PERSON,1,0,1,0,1,0,13,0,0,0,0
Bank of America Corp,ORG,1,0,1,0,0,1,20,0,0,0,0
about one,CARDINAL,1,0,0,0,1,0,9,0,0,0,0
Merrill Lynch &,ORG,1,0,1,0,0,1,15,0,0,0,0
Lewis,PERSON,1,0,1,1,0,0,5,0,0,0,0
2001 to 2009,DATE,1,0,1,0,0,1,12,0,0,0,0
$10 million,MONEY,1,0,1,0,1,0,11,0,0,0,0
New York,GPE,1,0,1,0,1,0,8,0,0,0,0
Eric Schneiderman,PERSON,1,0,1,0,1,0,17,0,0,0,0
1-Jan-09,DATE,0,1,0,1,0,0,5,0,0,0,0
Reuters,ORG,1,0,1,1,0,0,7,0,0,0,0
New York,GPE,1,0,1,0,1,0,8,0,0,0,0
Lewis,PERSON,1,0,1,1,0,0,5,0,0,0,0
Merrill,ORG,1,0,1,1,0,0,7,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
5-Dec-08,DATE,0,1,0,1,0,0,5,0,0,0,0
U.S.,GPE,1,0,1,1,0,0,4,1,0,0,0
an extra $20 billion,MONEY,1,0,0,0,0,1,20,0,0,0,0
Lewis,PERSON,1,0,1,1,0,0,5,0,0,0,0
66,DATE,0,1,0,1,0,0,2,0,0,0,0
three years,DATE,1,0,0,0,1,0,11,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
$15 million,MONEY,1,0,1,0,1,0,11,0,0,0,0
Schneiderman,ORG,1,0,1,1,0,0,12,0,0,0,0
Andrew Cuomo,PERSON,1,0,1,0,1,0,12,0,0,0,0
New York's,GPE,1,0,1,0,1,0,10,0,0,0,0
Reuters,ORG,1,0,1,1,0,0,7,0,0,0,0
Schneiderman,ORG,1,0,1,1,0,0,12,0,0,0,0
Lewis nor Bank of America,ORG,1,0,1,0,0,1,25,0,0,0,0
Lewis,PERSON,1,0,1,1,0,0,5,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
U.S.,GPE,1,0,1,1,0,0,4,1,0,0,0
2008,DATE,0,1,0,1,0,0,4,0,0,0,0
third,ORDINAL,1,0,0,1,0,0,5,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
Joe Price,PERSON,1,0,1,0,1,0,9,0,0,0,0
Schneiderman's,ORG,1,0,1,1,0,0,14,0,0,0,0
RED INK Bank of America,ORG,1,0,1,0,0,1,23,0,0,0,0
Merrill Lynch,ORG,1,0,1,0,1,0,13,0,0,0,0
an estimated $50 billion,MONEY,1,0,0,0,0,1,24,0,0,0,0
15-Sep-08,DATE,0,1,0,1,0,0,5,0,0,0,0
the day,DATE,1,0,0,0,1,0,7,0,0,0,0
Lehman Brothers Holdings Inc,ORG,1,0,1,0,0,1,28,0,0,0,0
Lewis,PERSON,1,0,1,1,0,0,5,0,0,0,0
Merrill,ORG,1,0,1,1,0,0,7,0,0,0,0
Merrill,ORG,1,0,1,1,0,0,7,0,0,0,0
5-Dec-08,DATE,0,1,0,1,0,0,5,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
$15.84 billion,MONEY,1,0,1,0,1,0,14,1,0,0,0
the fourth quarter of that year,DATE,1,0,0,0,0,1,31,0,0,0,0
Merrill,ORG,1,0,1,1,0,0,7,0,0,0,0
$3.62 billion,MONEY,1,0,1,0,1,0,13,1,0,0,0
New York,GPE,1,0,1,0,1,0,8,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
six months,DATE,1,0,0,0,1,0,10,0,0,0,0
Lewis,PERSON,1,0,1,1,0,0,5,0,0,0,0
Countrywide Financial Corp.,ORG,1,0,1,0,0,1,27,1,0,0,0
two,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Bank of America's,ORG,1,0,1,0,0,1,17,0,0,0,0
an extra $20 billion,MONEY,1,0,0,0,0,1,20,0,0,0,0
mid-January,DATE,1,0,0,1,0,0,11,0,0,1,0
Merrill,ORG,1,0,1,1,0,0,7,0,0,0,0
$25 billion,MONEY,1,0,1,0,1,0,11,0,0,0,0
$45 billion,MONEY,1,0,1,0,1,0,11,0,0,0,0
MARTIN ACT Cuomo,PERSON,1,0,1,0,0,1,16,0,0,0,0
Lewis,PERSON,1,0,1,1,0,0,5,0,0,0,0
Price,ORG,1,0,1,1,0,0,5,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
the Martin Act,LAW,1,0,0,0,0,1,14,0,0,0,0
the U.S. Securities and Exchange Commission,ORG,1,0,0,0,0,1,43,1,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
Merrill,ORG,1,0,1,1,0,0,7,0,0,0,0
$150 million,MONEY,1,0,1,0,1,0,12,0,0,0,0
U.S.,GPE,1,0,1,1,0,0,4,1,0,0,0
Jed Rakoff,PERSON,1,0,1,0,1,0,10,0,0,0,0
Manhattan,GPE,1,0,1,1,0,0,9,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
$2.43 billion,MONEY,1,0,1,0,1,0,13,1,0,0,0
last year,DATE,1,0,0,0,1,0,9,0,0,0,0
Schneiderman,ORG,1,0,1,1,0,0,12,0,0,0,0
January,DATE,1,0,1,1,0,0,7,0,0,0,0
New York's,GPE,1,0,1,0,1,0,10,0,0,0,0
2008,DATE,0,1,0,1,0,0,4,0,0,0,0
Bank of America,ORG,1,0,1,0,0,1,15,0,0,0,0
second,ORDINAL,1,0,0,1,0,0,6,0,0,0,0
U.S.,GPE,1,0,1,1,0,0,4,1,0,0,0
JPMorgan Chase &,ORG,1,0,1,0,0,1,16,0,0,0,0
New York,GPE,1,0,1,0,1,0,8,0,0,0,0
Bank of America Corp,ORG,1,0,1,0,0,1,20,0,0,0,0
al,GPE,1,0,0,1,0,0,2,0,0,0,0
New York County,GPE,1,0,1,0,0,1,15,0,0,0,0
450115/2010,DATE,1,0,1,1,0,0,11,0,0,0,0
Karen Freifeld,PERSON,1,0,1,0,1,0,14,0,0,0,0
Jonathan Stempel,PERSON,1,0,1,0,1,0,16,0,0,0,0
Bernard Orr,PERSON,1,0,1,0,1,0,11,0,0,0,0
The Federal Reserve,ORG,1,0,1,0,0,1,19,0,0,0,0
Comprehensive Capital Analysis and Review,ORG,1,0,1,0,0,1,41,0,0,0,0
annual,DATE,1,0,0,1,0,0,6,0,0,0,0
the United States,GPE,1,0,0,0,0,1,17,0,0,0,0
U.S.,GPE,1,0,1,1,0,0,4,1,0,0,0
more than 4%,PERCENT,1,0,0,0,0,1,12,0,1,0,0
after-hours,TIME,1,0,0,1,0,0,11,0,0,1,0
Fed,ORG,1,0,1,1,0,0,3,0,0,0,0
Citi,ORG,1,0,1,1,0,0,4,0,0,0,0
Citigroup,ORG,1,0,1,1,0,0,9,0,0,0,0
2014,DATE,0,1,0,1,0,0,4,0,0,0,0
Citigroup,ORG,1,0,1,1,0,0,9,0,0,0,0
the past several years,DATE,1,0,0,0,0,1,22,0,0,0,0
2014,DATE,0,1,0,1,0,0,4,0,0,0,0
Citigroups,PERSON,1,0,1,1,0,0,10,0,0,0,0
Citigroup,ORG,1,0,1,1,0,0,9,0,0,0,0
Citi,PERSON,1,0,1,1,0,0,4,0,0,0,0
WIRE)--The Federal Reserve Board,ORG,1,0,1,0,0,1,32,0,0,1,0
Fed,ORG,1,0,1,1,0,0,3,0,0,0,0
today,DATE,1,0,0,1,0,0,5,0,0,0,0
Citi,ORG,1,0,1,1,0,0,4,0,0,0,0
2014,DATE,0,1,0,1,0,0,4,0,0,0,0
Comprehensive Capital Analysis and Review (CCAR,LAW,1,0,1,0,0,1,47,0,0,0,0
Citi,ORG,1,0,1,1,0,0,4,0,0,0,0
$6.4 billion,MONEY,1,0,1,0,1,0,12,1,0,0,0
the first quarter of 2015,DATE,1,0,0,0,0,1,25,0,0,0,0
Citis,ORG,1,0,1,1,0,0,5,0,0,0,0
quarterly,DATE,1,0,0,1,0,0,9,0,0,0,0
0.05,MONEY,0,1,0,1,0,0,4,1,0,0,0
the first quarter of 2015,DATE,1,0,0,0,0,1,25,0,0,0,0
$1.2 billion,MONEY,1,0,1,0,1,0,12,1,0,0,0
0.01,MONEY,0,1,0,1,0,0,4,1,0,0,0
Citis Board of Directors,ORG,1,0,1,0,0,1,24,0,0,0,0
Michael Corbat,PERSON,1,0,1,0,1,0,14,0,0,0,0
Feds,NORP,1,0,1,1,0,0,4,0,0,0,0
Fed,ORG,1,0,1,1,0,0,3,0,0,0,0
Fed,ORG,1,0,1,1,0,0,3,0,0,0,0
the past several years,DATE,1,0,0,0,0,1,22,0,0,0,0
Citi,ORG,1,0,1,1,0,0,4,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Corbat,PERSON,1,0,1,1,0,0,6,0,0,0,0
"Death""FA Insights",PERSON,1,0,1,0,1,0,17,0,0,0,0
daily,DATE,1,0,0,1,0,0,5,0,0,0,0
Business Insider,ORG,1,0,1,0,1,0,16,0,0,0,0
Too Much Interest Rate Risk,ORG,1,0,1,0,0,1,27,0,0,0,0
The AllianceBernstein Blog,WORK_OF_ART,1,0,1,0,0,1,26,0,0,0,0
Guy Davidson,PERSON,1,0,1,0,1,0,12,0,0,0,0
two,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
today,DATE,1,0,0,1,0,0,5,0,0,0,0
2013,DATE,0,1,0,1,0,0,4,0,0,0,0
Todays,DATE,1,0,1,1,0,0,6,0,0,0,0
eight-year,DATE,1,0,0,1,0,0,10,0,0,1,0
six,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
JPMorgan Asset Management's,ORG,1,0,1,0,0,1,27,0,0,0,0
Morgan Asset Management Affluent Investors Are Delaying Retirement (Investment News,ORG,1,0,1,0,0,1,83,0,0,0,0
Market Strategies International,ORG,1,0,1,0,0,1,31,0,0,0,0
only 28%,PERCENT,1,0,0,0,1,0,8,0,1,0,0
Carl O'Donnell,PERSON,1,0,1,0,1,0,14,0,0,0,0
Investment News,ORG,1,0,1,0,1,0,15,0,0,0,0
68,DATE,0,1,0,1,0,0,2,0,0,0,0
each week,DATE,1,0,0,0,1,0,9,0,0,0,0
Michael Solari,PERSON,1,0,1,0,1,0,14,0,0,0,0
Solari Financial Planning,ORG,1,0,1,0,0,1,25,0,0,0,0
O'Donnell,ORG,1,0,1,1,0,0,9,0,0,0,0
each week,DATE,1,0,0,0,1,0,9,0,0,0,0
Business Insider's,ORG,1,0,1,0,1,0,18,0,0,0,0
Andy Kiersz,PERSON,1,0,1,0,1,0,11,0,0,0,0
500,CARDINAL,0,1,0,1,0,0,3,0,0,0,0
$214 Billion,MONEY,1,0,1,0,1,0,12,0,0,0,0
Last Quarter,DATE,1,0,1,0,1,0,12,0,0,0,0
American,NORP,1,0,1,1,0,0,8,0,0,0,0
Howard Silverblatt,PERSON,1,0,1,0,1,0,18,0,0,0,0
two,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
$214.4 billion,MONEY,1,0,1,0,1,0,14,1,0,0,0
the fourth quarter,DATE,1,0,0,0,0,1,18,0,0,0,0
second,ORDINAL,1,0,0,1,0,0,6,0,0,0,0
$233.2 billion,MONEY,1,0,1,0,1,0,14,1,0,0,0
three,CARDINAL,1,0,0,1,0,0,5,0,0,0,0
$71.8 billion,MONEY,1,0,1,0,1,0,13,1,0,0,0
Digital Entertainment,ORG,1,0,1,0,1,0,21,0,0,0,0
Candy Crush Saga,PERSON,1,0,1,0,0,1,16,0,0,0,0
a rough first day,DATE,1,0,0,0,0,1,17,0,0,0,0
15.56%,PERCENT,0,1,0,1,0,0,6,1,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
the past six months,DATE,1,0,0,0,0,1,19,0,0,0,0
Chegg,GPE,1,0,1,1,0,0,5,0,0,0,0
Violin Memory,PERSON,1,0,1,0,1,0,13,0,0,0,0
King,GPE,1,0,1,1,0,0,4,0,0,0,0
Bloomberg,PERSON,1,0,1,1,0,0,9,0,0,0,0
the New York Stock Exchange,ORG,1,0,0,0,0,1,27,0,0,0,0
this morning,TIME,1,0,0,0,1,0,12,0,0,0,0
20.5,MONEY,0,1,0,1,0,0,4,1,0,0,0
6%,PERCENT,0,1,0,1,0,0,4,1,0,0,0
15.56%,PERCENT,0,1,0,1,0,0,6,1,0,0,0
19,MONEY,0,1,0,1,0,0,2,0,0,0,0
Yesterday,DATE,1,0,1,1,0,0,9,0,0,0,0
22.5,MONEY,0,1,0,1,0,0,4,1,0,0,0
CNBC,ORG,1,0,1,1,0,0,4,0,0,0,0
Apax Partners LLP,ORG,1,0,1,0,0,1,17,0,0,0,0
22.2 million,CARDINAL,1,0,1,0,1,0,12,1,0,0,0
Bloomberg,GPE,1,0,1,1,0,0,9,0,0,0,0
a little less than $500 million,DATE,1,0,0,0,0,1,31,0,0,0,0
NYSE,ORG,1,0,1,1,0,0,4,0,0,0,0
180,CARDINAL,0,1,0,1,0,0,3,0,0,0,0
Candy Crush Saga,PERSON,1,0,1,0,0,1,16,0,0,0,0
about 80%,PERCENT,1,0,0,0,1,0,9,0,1,0,0
day one,DATE,1,0,0,0,1,0,7,0,0,0,0
"the quarter ending Dec. 31, 2013",DATE,1,0,0,0,0,1,32,1,0,0,0
"the quarter ending Sept. 30, 2013",DATE,1,0,0,0,0,1,33,1,0,0,0
Candy Crush Saga,PERSON,1,0,1,0,0,1,16,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Equities.com,ORG,1,0,1,1,0,0,12,1,0,0,0
AP,ORG,1,0,1,1,0,0,2,0,0,0,0
Scott Sweet,PERSON,1,0,1,0,1,0,11,0,0,0,0
Sweet,PERSON,1,0,1,1,0,0,5,0,0,0,0
NYSE,ORG,1,0,1,1,0,0,4,0,0,0,0
APCandy Crush Saga,PERSON,1,0,1,0,0,1,18,0,0,0,0
NYSE,ORG,1,0,1,1,0,0,4,0,0,0,0
Riccardo Zacconi,PERSON,1,0,1,0,1,0,16,0,0,0,0
years,DATE,1,0,0,1,0,0,5,0,0,0,0
Amazon,ORG,1,0,1,1,0,0,6,0,0,0,0
annual,DATE,1,0,0,1,0,0,6,0,0,0,0
2007,DATE,0,1,0,1,0,0,4,0,0,0,0
Jeff Bezos,PERSON,1,0,1,0,1,0,10,0,0,0,0
Business Insider,GPE,1,0,1,0,1,0,16,0,0,0,0
Bezos Expeditions,ORG,1,0,1,0,1,0,17,0,0,0,0
Candy Crush Saga,PERSON,1,0,1,0,0,1,16,0,0,0,0
the New York Stock Exchange,ORG,1,0,0,0,0,1,27,0,0,0,0
Mobile,GPE,1,0,1,1,0,0,6,0,0,0,0
Digital Entertainment Plc,ORG,1,0,1,0,0,1,25,0,0,0,0
26-Mar-14,DATE,0,1,0,1,0,0,5,0,0,0,0
First,ORDINAL,1,0,1,1,0,0,5,0,0,0,0
Reuters,ORG,1,0,1,1,0,0,7,0,0,0,0
Marc Andreessen,PERSON,1,0,1,0,1,0,15,0,0,0,0
Twitter,PRODUCT,1,0,1,1,0,0,7,0,0,0,0
yesterday,DATE,1,0,0,1,0,0,9,0,0,0,0
Warren Buffett's,PERSON,1,0,1,0,1,0,16,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Andreessen,PERSON,1,0,1,1,0,0,10,0,0,0,0
Business Insider,GPE,1,0,1,0,1,0,16,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Andreessen,PERSON,1,0,1,1,0,0,10,0,0,0,0
Bitcoin,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
the late 1990s,DATE,1,0,0,0,0,1,14,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Bitcoin,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett deemed Bitcoin,PERSON,1,0,1,0,0,1,22,0,0,0,0
earlier this month,DATE,1,0,0,0,0,1,18,0,0,0,0
Bitcoin,PERSON,1,0,1,1,0,0,7,0,0,0,0
Bitcoin,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Bitcoin,PERSON,1,0,1,1,0,0,7,0,0,0,0
Bitcoin,GPE,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Bitcoin,PERSON,1,0,1,1,0,0,7,0,0,0,0
0.01,MONEY,0,1,0,1,0,0,4,1,0,0,0
$1 million,MONEY,1,0,1,0,1,0,10,0,0,0,0
Warren Buffett,PERSON,1,0,1,0,1,0,14,0,0,0,0
Oracle,NORP,1,0,1,1,0,0,6,0,0,0,0
1999,DATE,0,1,0,1,0,0,4,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Nov-99,DATE,0,1,0,1,0,0,5,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
1,CARDINAL,0,1,0,1,0,0,1,0,0,0,0
Microsoft,ORG,1,0,1,1,0,0,9,0,0,0,0
the late 1990s,DATE,1,0,0,0,0,1,14,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Oracle,NORP,1,0,1,1,0,0,6,0,0,0,0
Nov-99,DATE,0,1,0,1,0,0,5,0,0,0,0
five months,DATE,1,0,0,0,1,0,11,0,0,0,0
this century,DATE,1,0,0,0,1,0,12,0,0,0,0
first,ORDINAL,1,0,0,1,0,0,5,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
70,CARDINAL,0,1,0,1,0,0,2,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Omaha,GPE,1,0,1,1,0,0,5,0,0,0,0
"at least 2,000",CARDINAL,1,0,0,0,0,1,14,0,0,0,0
the early days,DATE,1,0,0,0,0,1,14,0,0,0,0
the 1990s,DATE,1,0,0,0,1,0,9,0,0,0,0
three,CARDINAL,1,0,0,1,0,0,5,0,0,0,0
U.S.,GPE,1,0,1,1,0,0,4,1,0,0,0
America,GPE,1,0,1,1,0,0,7,0,0,0,0
one,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Buffett,PERSON,1,0,1,1,0,0,7,0,0,0,0
Nebraska,GPE,1,0,1,1,0,0,8,0,0,0,0
U.S.,GPE,1,0,1,1,0,0,4,1,0,0,0
21 million,CARDINAL,1,0,1,0,1,0,10,0,0,0,0
1998,DATE,0,1,0,1,0,0,4,0,0,0,0
5 million,CARDINAL,1,0,1,0,1,0,9,0,0,0,0
the first quarter of the century,DATE,1,0,0,0,0,1,32,0,0,0,0
1919-39,DATE,1,0,1,1,0,0,7,0,0,1,0
about 300,CARDINAL,1,0,0,0,1,0,9,0,0,0,0
today,DATE,1,0,0,1,0,0,5,0,0,0,0
the Silicon Valley,LOC,1,0,0,0,0,1,18,0,0,0,0
Nebraska,GPE,1,0,1,1,0,0,8,0,0,0,0
Omaha,GPE,1,0,1,1,0,0,5,0,0,0,0
two,CARDINAL,1,0,0,1,0,0,3,0,0,0,0
Nebraskan,GPE,1,0,1,1,0,0,9,0,0,0,0
129,CARDINAL,0,1,0,1,0,0,3,0,0,0,0
the past 20 years,DATE,1,0,0,0,0,1,17,0,0,0,0
Continental,ORG,1,0,1,1,0,0,11,0,0,0,0
1992,DATE,0,1,0,1,0,0,4,0,0,0,0
zero,CARDINAL,1,0,0,1,0,0,4,0,0,0,0
zero,CARDINAL,1,0,0,1,0,0,4,0,0,0,0
Kitty Hawk,PERSON,1,0,1,0,1,0,10,0,0,0,0
1903,DATE,0,1,0,1,0,0,4,0,0,0,0
